id,level,display_name,llm_annotation
C2779489174,3,Metadata management,Computer science
C2778143274,2,Reference range,Medicine
C31168002,3,International political economy,Political science
C119567554,4,Taylor–Couette flow,Physics
C39546656,3,Diffractometer,Physics
C2778802602,3,Metacarpophalangeal joint,Medicine
C2984866010,2,Public space,Sociology
C42672440,4,Wound rotor motor,Engineering
C2780040062,3,Hexachlorocyclohexane,Chemistry
C2776462017,2,Orthotics,Medicine
C2993253760,3,Bone mass,Medicine
C38361682,4,Power-system protection,Engineering
C121857725,3,Rh blood group system,Medicine
C39699697,3,Brewing,Chemistry
C2780913535,2,Gunshot wound,Medicine
C2986567525,3,Microwave power,Physics
C2777539142,4,Terminal sliding mode,Engineering
C43089934,4,Guided-mode resonance,Physics
C11174340,5,Reflectron,Physics
C2991720660,3,Molecular spectroscopy,Chemistry
C37754001,2,Avulsion,Geology
C172408975,4,Clinical death,Medicine
C12043971,5,Color histogram,Computer science
C2780101318,4,Rectal examination,Medicine
C89497691,5,Well-founded semantics,Computer science
C2777433830,2,Social protection,Sociology
C2776020993,2,Group work,Sociology
C2225953,3,Inducer,Biology
C169029474,3,Local outlier factor,Computer science
C3261483,2,Frame rate,Computer science
C2776606024,3,Gastroduodenal artery,Medicine
C156772000,2,Functor,Mathematics
C2776292323,2,Ichthyosis,Medicine
C2987222852,3,Hotel industry,Business
C2777694918,3,Ratchet,Engineering
C513535597,3,Low-carbon economy,Economics
C162670838,3,Interval temporal logic,Computer science
C2777711530,3,Fiscal sustainability,Economics
C2776250582,4,Nav1.5,Medicine
C2776607032,2,Coxiella burnetii,Biology
C119145174,3,Protein Data Bank,Biology
C2780799628,4,Phospholipase A1,Biology
C2779913896,2,Notice,Business
C3018954396,3,Single blind,Medicine
C205634578,4,Adverse pressure gradient,Engineering
C188082640,4,Complementation,Mathematics
C2987650672,3,Copyright law,Political science
C2778552423,4,NPC1,Medicine
C2987553829,3,Entrepreneurship education,Business
C2778495318,4,Advanced Camera for Surveys,Physics
C2778261982,3,Partial thromboplastin time,Medicine
C102139631,4,Self-insurance,Business
C3020589411,3,Salvage surgery,Medicine
C2779338814,2,Covert,Political science
C97212296,3,Context-free grammar,Computer science
C135895429,4,Fisheries science,Environmental science
C2776576667,3,Biofortification,Biology
C59740354,3,Scientific visualization,Computer science
C2779835638,4,Twin-to-twin transfusion syndrome,Medicine
C2777590123,3,Uterine sarcoma,Medicine
C149095469,3,Tropical and subtropical moist broadleaf forests,Environmental science
C78201319,3,Grayscale,Computer science
C2780559815,2,Alexithymia,Psychology
C89138240,3,Vero cell,Biology
C2780886488,4,Grainstone,Geology
C2776317777,5,Valganciclovir,Medicine
C45594756,3,Dissipative particle dynamics,Physics
C196213036,3,Waste-to-energy,Environmental science
C2781380885,4,VE-cadherin,Biology
C3768446,2,Spherical harmonics,Mathematics
C157202957,2,Image warping,Computer science
C194669863,4,Web accessibility,Computer science
C2777385706,3,Autoimmune hemolytic anemia,Medicine
C2992376330,3,Positive pressure ventilation,Medicine
C2776478597,2,Temple,History
C2776615572,4,Oxazepam,Medicine
C78179603,4,Hypoxanthine-guanine phosphoribosyltransferase,Medicine
C2777355660,2,Pyridazine,Chemistry
C2781115785,2,Silence,Philosophy
C88412794,2,Confocal laser scanning microscopy,Biology
C149393161,3,Casimir pressure,Physics
C26448091,4,Osmoprotectant,Biology
C126352355,4,Polynomial matrix,Mathematics
C64396926,2,Atmospheric sounding,Environmental science
C2778014424,5,Pregnancy-associated plasma protein A,Medicine
C2781065038,4,Magnetohydrodynamic turbulence,Physics
C2780707034,4,Rashba effect,Physics
C92217149,3,Fission track dating,Geology
C2779771394,2,Menstruation,Medicine
C54689828,2,Ultracentrifuge,Engineering
C104062141,3,Extremal black hole,Physics
C2777836068,3,Syringomyelia,Medicine
C92759361,4,Homologous desensitization,Medicine
C43947826,3,Base isolation,Engineering
C2779363559,4,Nocodazole,Chemistry
C110455383,3,Building-integrated photovoltaics,Engineering
C34814297,4,CD23,Medicine
C16038011,2,Cartesian coordinate system,Mathematics
C2777388531,4,Pediococcus,Biology
C2994032529,3,Thyroid dysfunction,Medicine
C132480984,2,Goodness of fit,Mathematics
C2777905996,3,Bracing,Engineering
C71387314,3,Non-performing loan,Economics
C175079658,2,Remote patient monitoring,Medicine
C2780541402,4,Parasitoid wasp,Biology
C2779438767,4,Congenital myopathy,Medicine
C34736171,2,Preprocessor,Computer science
C2777385008,3,Parylene,Materials science
C74534348,3,cGMP-specific phosphodiesterase type 5,Medicine
C2776106695,3,Pericardiectomy,Medicine
C2778324211,3,Amphipoda,Biology
C100479058,5,Approval voting,Political science
C2777937268,3,Acetoin,Chemistry
C46150780,2,Linear motor,Engineering
C2909837681,2,Tourette's syndrome,Medicine
C2780966522,3,Mitral valve regurgitation,Medicine
C99140742,3,Polynomial-time approximation scheme,Computer science
C540056406,3,Holmium,Chemistry
C2777989768,4,Nicotinamide adenine dinucleotide phosphate,Biology
C196187386,2,Sociocultural evolution,Sociology
C2777585161,3,Outer plexiform layer,Medicine
C2994352824,2,Genetic resources,Biology
C2778883934,3,Aggressive periodontitis,Medicine
C2994279237,3,Soil bacteria,Biology
C2910140794,3,Alpha-Lipoic Acid,Chemistry
C81369262,3,Achievement test,Psychology
C177897776,2,Memoir,History
C2779117820,3,Middle Paleolithic,History
C149712133,2,Anechoic chamber,Engineering
C472806,3,Science communication,Sociology
C2781065240,4,Ovarian hyperstimulation syndrome,Medicine
C203404855,3,Environmentalism,Environmental science
C169415338,4,TFAM,Biology
C52338299,3,Functional neuroimaging,Medicine
C2777887337,4,Salvelinus,Biology
C65992609,2,Information economy,Economics
C2779078696,3,Vitellogenin,Biology
C2911194787,5,CAR T-cell therapy,Medicine
C3018343705,2,Rough surface,Materials science
C2909213482,5,MAMMOGRAPHIC DENSITY,Medicine
C2779252433,4,Intraventricular hemorrhage,Medicine
C2778409475,4,Flumazenil,Medicine
C2993877802,2,Inner city,Geography
C10879293,2,Factor analysis,Psychology
C207214200,4,Nearest-neighbor interpolation,Computer science
C207648694,4,Denotational semantics,Computer science
C2776665466,4,Ion-exchange membranes,Materials science
C143128242,4,PRDM16,Biology
C96442724,2,Invertible matrix,Mathematics
C105605280,3,Proof complexity,Computer science
C179003449,2,Particle system,Computer science
C88516994,2,Dynamic time warping,Computer science
C11324603,4,Usability lab,Computer science
C126292034,3,Metakaolin,Materials science
C162380856,3,Regenerative brake,Engineering
C2994119904,3,Drug response,Medicine
C2781037291,2,Disorders of sex development,Medicine
C2776026663,4,Leptospira interrogans,Biology
C67576285,4,Chandrasekhar limit,Physics
C84548589,5,Glacier terminus,Geology
C2780295090,4,Legionnaires' disease,Medicine
C47592295,4,Band offset,Physics
C2776667301,5,HSF1,Biology
C50555996,2,Nilpotent,Mathematics
C41810244,5,Anthrax toxin,Medicine
C16995789,2,Limit state design,Engineering
C2780604853,3,Acromion,Medicine
C2778683662,4,Hydroxysteroid,Chemistry
C39453970,3,Return on marketing investment,Business
C2776863617,3,Oxygen permeability,Materials science
C2776579137,3,Clinical audit,Medicine
C135909481,3,Production manager,Business
C2780897802,2,Fumigation,Environmental science
C111441629,5,Promyelocytic leukemia protein,Medicine
C2780258612,3,Diarylethene,Chemistry
C29660869,3,Displacement field,Physics
C9725762,3,Modern portfolio theory,Economics
C2777742739,2,Rosaceae,Biology
C65636608,4,Fiber diffraction,Physics
C58861120,5,Virtual file system,Computer science
C51795115,3,Amalgam (chemistry),Chemistry
C30947920,2,Seismic noise,Geology
C26619641,4,Phylogenetic network,Biology
C47188148,3,Personal identity,Philosophy
C2777644245,2,Tapping,Engineering
C2779982574,4,Mevalonate pathway,Biology
C2777707638,3,Vascular plant,Biology
C76220878,2,Steiner tree problem,Mathematics
C20060382,3,Sea spray,Environmental science
C3017593883,2,Left handed,Biology
C161189084,2,Stove,Engineering
C198677920,3,Neutrophile,Biology
C115852967,3,Diabatic,Physics
C2781082889,3,Hemangiosarcoma,Medicine
C2778771215,3,Rosmarinic acid,Chemistry
C2777523825,3,Table grape,Biology
C59594135,2,Decision model,Business
C2777754422,2,Social marketing,Business
C77653498,4,Laminar sublayer,Engineering
C194196696,4,Coordination geometry,Chemistry
C9751117,2,Optical head-mounted display,Engineering
C2779019381,2,Relocation,Geography
C2777550365,5,Sphingosine kinase 1,Biology
C2776917750,4,Kluyveromyces marxianus,Biology
C65965080,3,Latent variable model,Mathematics
C2908974078,5,Airborne transmission,Medicine
C2910396770,2,Polychlorinated Dibenzo-p-dioxins,Environmental science
C2779835254,3,Lumbar vertebrae,Medicine
C26262908,3,Input impedance,Engineering
C525770307,4,Dark triad,Psychology
C2910720111,4,Sleep loss,Medicine
C152022596,2,Quadratic form (statistics),Mathematics
C193605512,2,Dynamical billiards,Physics
C2775961978,5,Methacrylamide,Chemistry
C153914771,2,Data reduction,Computer science
C204832983,2,Positive pressure,Physics
C159403789,4,Algae fuel,Environmental science
C522721590,3,Brown algae,Biology
C2778948390,2,Mesentery,Medicine
C96026104,3,Diamagnetism,Physics
C2776410896,3,Whole body imaging,Medicine
C24144980,4,Chromosome 18,Biology
C2777679929,3,Underlay,Computer science
C93372532,3,Linde–Buzo–Gray algorithm,Computer science
C133029050,2,Vector autoregression,Economics
C84952885,5,Neutron stimulated emission computed tomography,Physics
C2776378800,4,Carboxyhemoglobin,Medicine
C2780500427,3,Stover,Environmental science
C103797069,2,Domestic sheep reproduction,Biology
C2780745355,3,Stromal vascular fraction,Medicine
C54649085,3,Relationship marketing,Business
C2988501903,3,Endoscopic surgery,Medicine
C125269122,4,Level set method,Mathematics
C91819851,3,Pincer movement,History
C82793941,2,Path analysis (statistics),Mathematics
C180260311,2,Animal fat,Biology
C2778464720,4,EQ-5D,Medicine
C2778584255,2,Queer,Sociology
C2991944050,3,Reaction conditions,Chemistry
C92664810,3,Neutron activation,Physics
C138147947,2,Declaration,Political science
C14085189,4,Geography of robotics,Geography
C180456769,3,Duopoly,Economics
C24857813,3,Conical intersection,Physics
C2778256017,3,Stereotactic biopsy,Medicine
C2910982124,3,Myoclonic Jerk,Medicine
C201437064,4,Synapsis,Biology
C2777209855,4,Atherectomy,Medicine
C79841651,3,Political philosophy,Philosophy
C149151106,3,Active metabolite,Medicine
C2778297863,2,Neurolysis,Medicine
C139146106,3,Beach nourishment,Environmental science
C3017660400,3,Inner mongolia,Geography
C126989708,2,Softening point,Materials science
C33998119,4,Population dynamics,Biology
C114137331,4,Columnar phase,Physics
C184538305,3,Alpha helix,Biology
C123556308,3,Philosophy of language,Philosophy
C23119410,3,Six Sigma,Business
C146276462,4,PLK1,Biology
C29390026,5,Follicle-stimulating hormone receptor,Biology
C187250869,5,High-level verification,Computer science
C2780566999,3,Modified Ashworth scale,Medicine
C2777321227,3,Exercise intolerance,Medicine
C2778025950,4,Metastasis suppressor,Medicine
C2780042925,2,Road surface,Engineering
C94556721,3,Cementation (geology),Geology
C2778979077,2,Receipt,Business
C2776724271,5,Foscarnet,Medicine
C2781067048,4,Hydroxysteroid dehydrogenase,Biology
C2780816001,3,Tadalafil,Medicine
C185109637,4,Variable structure control,Engineering
C2780175798,3,Spinal stenosis,Medicine
C2781393691,4,Raman amplification,Physics
C50335755,2,Phenomenon,Philosophy
C151552171,2,Pipette,Chemistry
C2780572471,2,Clinical Ethics,Philosophy
C2775843808,3,Streptomycin,Medicine
C96473913,3,Photon polarization,Physics
C27219730,2,Organised crime,Sociology
C2781137303,2,Forsterite,Geology
C153837357,3,Fresnel equations,Physics
C2988375501,2,Protein stability,Biology
C151077058,3,Wigner distribution function,Physics
C61483411,3,Data parallelism,Computer science
C95282255,5,Autoinducer,Biology
C13164669,5,CCL7,Biology
C2778459216,5,Oocyte cryopreservation,Medicine
C107908354,3,Applicability domain,Chemistry
C6183050,4,Interpolation space,Mathematics
C2776430567,2,Frontal sinus,Medicine
C2777805810,3,Hypogammaglobulinemia,Medicine
C2780352487,2,Nebulizer,Medicine
C8705443,3,Municipal law,Political science
C2780129364,3,Distributive justice,Philosophy
C148280534,4,Lyotropic,Chemistry
C2385561,2,RSS,Computer science
C47136581,3,Agricultural machinery,Engineering
C2777626661,4,Pyeloplasty,Medicine
C151596937,3,Bidirectional reflectance distribution function,Physics
C2779908123,4,Insulin aspart,Medicine
C2779833075,2,Sandwich panel,Engineering
C2779260231,3,Conductive hearing loss,Medicine
C29547527,3,Density matrix renormalization group,Physics
C2779105027,3,Perioperative medicine,Medicine
C2778692605,2,Joins,Computer science
C112212490,4,Gene conversion,Biology
C178772583,3,Native plant,Environmental science
C2909041561,2,Frailty Index,Medicine
C196919123,2,Darwinism,Biology
C2780739003,3,Early childhood caries,Medicine
C2777698675,3,Dental composite,Medicine
C2779695026,3,Aging brain,Medicine
C2779794448,5,Ethylene glycol dimethacrylate,Chemistry
C2780346085,3,Unified theory of acceptance and use of technology,Psychology
C15660099,5,Sex hormone receptor,Medicine
C2984328558,3,Software testing,Computer science
C68516990,3,Subpixel rendering,Computer science
C3017797855,3,Football players,Sociology
C2778176622,3,Cyclopentadiene,Chemistry
C201943243,2,Social connectedness,Sociology
C2776553819,4,Periventricular nucleus,Medicine
C81693640,2,Bud,Biology
C2983311337,2,Musical instrument,Art
C2777983519,3,Psychodidae,Biology
C60455284,3,Inverse Laplace transform,Mathematics
C64348721,2,Procollagen peptidase,Biology
C95798472,2,Frozen section procedure,Medicine
C194147245,2,Chord (peer-to-peer),Computer science
C116581196,4,Paxillin,Biology
C137059387,3,Clock signal,Computer science
C2776859179,3,Strabismus surgery,Medicine
C2780480987,3,Taurocholic acid,Chemistry
C2777956836,2,Jugular vein,Medicine
C2780404832,5,Radical mastectomy,Medicine
C2780262311,2,Community policing,Sociology
C2776322731,3,Montelukast,Medicine
C2778365744,2,Learning environment,Psychology
C2781399669,5,Simplexvirus,Biology
C101810790,2,Metabolic network,Biology
C6832461,4,Cooperative diversity,Engineering
C17189327,3,Photoprotein,Biology
C59821588,2,Meristics,Biology
C81993482,3,Integrated farming,Environmental science
C2777496998,2,Miller,History
C2777700362,3,Phagocyte,Biology
C11848077,3,Spinon,Physics
C2780941679,3,Otoacoustic emission,Medicine
C30345302,4,Annexin A2,Biology
C2777105317,3,Adverse Event Reporting System,Medicine
C2777877159,3,Working time,Business
C135661100,3,Symplectomorphism,Mathematics
C343090,2,Continuous phase modulation,Engineering
C2777660648,3,Internal hernia,Medicine
C2776149422,3,Thrombophlebitis,Medicine
C2779186577,2,Botulism,Medicine
C3020226503,3,Fast spin echo,Medicine
C2779529714,2,Graduation (instrument),Engineering
C90061646,3,Proinsulin,Medicine
C2777308945,4,Teriparatide,Medicine
C2780016085,4,Bisphenol S,Chemistry
C3020641676,3,Pacific islanders,Sociology
C2780042749,4,Kuramoto model,Physics
C13743948,2,Web crawler,Computer science
C57918735,3,Dynamic Vibration Absorber,Engineering
C181152433,5,Boussinesq approximation (buoyancy),Physics
C2780797203,5,Zotarolimus,Medicine
C55062507,4,Cetane number,Engineering
C3019136120,2,Two step,Art
C140688305,2,Tamil,History
C2778251646,4,Empathic concern,Psychology
C198454886,3,Climacteric,Medicine
C34781881,2,Lernaean Hydra,History
C40602308,5,Rhoptry,Biology
C114708693,3,Fiscal union,Economics
C2779030433,4,Critical discourse analysis,Sociology
C81751973,3,Capital accumulation,Economics
C2777117487,5,Directed differentiation,Biology
C184112787,3,Nonlinear acoustics,Physics
C2778112473,5,Monoclonal gammopathy,Medicine
C129955480,2,Agglomerate,Geology
C76854278,3,Euryhaline,Biology
C2779554610,3,Coal tar,Chemistry
C97133563,2,Artificial bee colony algorithm,Computer science
C103402496,2,Prediction interval,Mathematics
C7573103,4,NOD2,Medicine
C2777287423,4,Buspirone,Medicine
C76655392,3,Baryogenesis,Physics
C2778620993,3,Iron phosphate,Chemistry
C2779546430,5,Shigellosis,Medicine
C38670781,4,PAMELA detector,Physics
C2777845764,2,Startle response,Psychology
C2910622060,4,Left Atrial Myxoma,Medicine
C2781103887,3,Iloprost,Medicine
C2780762185,4,Ethylene-vinyl acetate,Materials science
C107923615,4,Kinetic inductance,Physics
C185041570,2,Method engineering,Computer science
C2780911369,3,Lama,Biology
C97785308,2,Bone conduction,Medicine
C28442783,3,Multidisciplinary design optimization,Engineering
C63504599,3,Economic globalization,Economics
C172510086,5,Transposase,Biology
C154489570,5,Adakite,Geology
C7478940,5,Coordination polymerization,Chemistry
C54888747,2,Isolator,Engineering
C2777525696,4,Electrochemical noise,Chemistry
C71110296,2,Private equity,Business
