display_name,gpt-4o,claude-3-5-sonnet-20241022,grok-2-1212,gemini-2.0-flash-exp,llama-3.1-nemotron-70b-instruct,majority_vote,confidence,in_model
Volt,16,16,16,16,16,16,1.0,True
Spectrum analyzer,7,7,7,7,7,7,1.0,True
Nondeterministic finite automaton,5,5,5,5,5,5,1.0,True
Multinational corporation,3,3,3,6,3,3,0.8,True
GPR18,14,2,2,2,14,2,0.6,True
Change order,3,3,3,7,7,3,0.6,True
Berm,9,8,9,7,7,9,0.4,True
Urban climate,8,8,8,9,8,8,0.8,True
Cell plate,2,2,2,2,2,2,1.0,True
Work order,3,3,3,7,7,3,0.6,True
Ideology,17,17,17,17,17,17,1.0,True
Midkine,14,2,2,14,14,14,0.6,True
GPX4,2,2,2,14,14,2,0.6,True
Chemical looping combustion,4,7,4,7,7,7,0.6,True
Template matching,5,5,5,5,5,5,1.0,True
ANSI C,5,5,5,5,5,5,1.0,True
Superconducting electric machine,7,7,7,7,7,7,1.0,True
Encryption software,5,5,5,5,5,5,1.0,True
Inclinometer,7,7,7,7,7,7,1.0,True
Molar mass distribution,4,4,4,4,4,4,1.0,True
Statutory law,17,17,17,17,17,17,1.0,True
Higgs boson,16,16,16,16,16,16,1.0,True
Intercooler,7,7,7,7,7,7,1.0,True
Relevance (law),17,17,17,17,17,17,1.0,True
Models of communication,19,19,19,19,19,19,1.0,True
Gap junction,2,2,2,2,2,2,1.0,True
Invariants of tensors,13,13,13,13,13,13,1.0,True
Human Protein Atlas,2,2,2,14,14,2,0.6,True
Net acid excretion,14,14,14,14,14,14,1.0,True
PubChem,4,4,4,4,4,4,1.0,True
Heterogeneous network,5,5,5,5,5,5,1.0,True
Formant,18,16,14,16,16,16,0.6,True
40-bit encryption,5,5,5,5,5,5,1.0,True
Need for achievement,18,18,18,18,18,18,1.0,True
Generalized hypergeometric function,13,13,13,13,13,13,1.0,True
Lozenge,13,13,14,13,14,13,0.6,True
Equidistant,13,13,13,13,13,13,1.0,True
Intrusion,10,5,5,5,5,5,0.8,True
Calabi–Yau manifold,13,13,13,13,13,13,1.0,True
Aquatic animal,2,2,2,2,2,2,1.0,True
Snout,2,2,2,2,2,2,1.0,True
Microcell,7,7,7,7,7,7,1.0,True
Fractional coloring,13,13,13,13,13,13,1.0,True
Orthogonal array testing,5,5,5,13,5,5,0.8,True
Chronotropic,14,14,14,14,14,14,1.0,True
Flow shop scheduling,7,5,5,7,7,7,0.6,True
Homomorphic encryption,5,5,5,5,5,5,1.0,True
Forensic toxicology,14,14,14,4,14,14,0.8,True
Infrared,16,16,16,16,16,16,1.0,True
Clear ice,8,8,16,12,16,8,0.4,True
Accelerated life testing,7,7,7,7,7,7,1.0,True
Network packet,5,5,5,5,5,5,1.0,True
Packet generator,5,5,5,5,5,5,1.0,True
Retinal implant,14,14,14,14,14,14,1.0,True
Schur's lemma,13,13,13,13,13,13,1.0,True
Digital control,7,7,7,7,7,7,1.0,True
Gibbs sampling,5,5,5,13,13,5,0.6,True
Adenosine A3 receptor,2,2,2,14,14,2,0.6,True
Architectural geometry,7,13,7,13,7,7,0.6,True
Gibbs measure,13,16,16,13,13,13,0.6,True
Repressor,2,2,2,2,2,2,1.0,True
Biorthogonal system,13,13,13,13,13,13,1.0,True
Adrenergic,14,14,14,14,14,14,1.0,True
DNA supercoil,2,2,2,2,2,2,1.0,True
Cluster state,16,16,16,16,16,16,1.0,True
Multidimensional systems,13,7,13,13,13,13,0.8,True
Scanning gate microscopy,16,16,16,16,16,16,1.0,True
Data exchange,5,5,5,5,5,5,1.0,True
Representation theory of SU,13,13,13,13,13,13,1.0,True
Boolean expression,5,5,5,5,5,5,1.0,True
Static induction transistor,7,7,7,7,7,7,1.0,True
Odorant-binding protein,2,2,2,2,14,2,0.8,True
Imaging spectroscopy,8,16,7,16,16,16,0.6,True
Wolff–Chaikoff effect,14,14,14,14,14,14,1.0,True
Any-angle path planning,5,5,5,5,5,5,1.0,True
Gyroscope,16,16,16,16,16,16,1.0,True
Lüders band,12,12,12,12,16,12,0.8,True
Resting potential,2,2,2,2,14,2,0.8,True
Visual search,5,18,5,18,5,5,0.6,True
Term loan,3,3,3,6,6,3,0.6,True
Landscape epidemiology,14,14,14,14,14,14,1.0,True
Khovanov homology,13,13,13,13,13,13,1.0,True
Revenue center,3,3,3,3,3,3,1.0,True
Engineering informatics,7,7,7,7,7,7,1.0,True
Static pressure,16,16,16,16,16,16,1.0,True
Chern–Simons theory,16,16,16,16,16,16,1.0,True
Cable Internet access,7,5,5,7,5,5,0.6,True
Fusion,16,16,16,16,16,16,1.0,True
Naked eye,16,2,2,16,16,16,0.6,True
Continuous-time stochastic process,13,13,13,13,13,13,1.0,True
Distributed acoustic sensing,7,7,7,7,16,7,0.8,True
Dynamic braking,7,7,7,7,7,7,1.0,True
Flammability,4,12,4,4,16,4,0.6,True
Artificial bone,14,12,14,14,14,14,0.8,True
Convolution of probability distributions,13,13,13,13,13,13,1.0,True
Revenue assurance,3,3,3,3,6,3,0.8,True
Peace and conflict studies,17,17,17,17,17,17,1.0,True
Human-based evolutionary computation,5,5,5,5,5,5,1.0,True
Pragmatism,15,15,15,15,15,15,1.0,True
Percolation critical exponents,13,16,16,16,16,16,0.8,True
Mutually unbiased bases,13,16,16,16,13,16,0.6,True
Self-awareness,18,18,18,18,18,18,1.0,True
Blended learning,19,19,18,18,19,19,0.6,True
Causal inference,13,14,15,15,13,13,0.4,True
Prosocial behavior,18,18,18,18,18,18,1.0,True
Antenna measurement,7,7,7,7,7,7,1.0,True
Endoplasmic reticulum,2,2,2,2,2,2,1.0,True
Endoplasmic-reticulum-associated protein degradation,2,2,2,2,2,2,1.0,True
Nonlinear system,13,13,13,13,13,13,1.0,True
Fluid parcel,16,16,16,16,16,16,1.0,True
Glycome,2,2,2,4,14,2,0.6,True
Dirac operator,13,13,16,16,16,16,0.6,True
Closed-loop transfer function,7,7,7,7,7,7,1.0,True
Directed percolation,16,16,16,16,16,16,1.0,True
Electrophorus,2,16,16,2,16,16,0.6,True
Oral microbiology,14,2,14,2,14,14,0.6,True
Eigenvalues and eigenvectors,13,13,13,13,13,13,1.0,True
Concentration risk,3,6,6,6,6,6,0.8,True
Spatial ecology,2,2,8,2,8,2,0.6,True
Seta,2,2,2,2,2,2,1.0,True
Fluorescence spectroscopy,4,4,16,4,16,4,0.6,True
Differentiated service,5,5,5,5,5,5,1.0,True
Bridge loan,3,3,3,6,6,3,0.6,True
RNA recognition motif,2,2,2,2,14,2,0.8,True
SCARA,7,7,7,7,7,7,1.0,True
Chalcogen,4,4,4,4,4,4,1.0,True
Metropolitan area,9,9,9,9,9,9,1.0,True
Data management plan,5,5,5,5,5,5,1.0,True
Photoionization,16,16,16,16,16,16,1.0,True
Microwave engineering,7,7,7,7,7,7,1.0,True
Resource Description and Access,5,5,5,5,11,5,0.8,True
Chinese law,17,17,17,17,17,17,1.0,True
Total organic carbon,8,8,8,8,8,8,1.0,True
Interposer,7,7,7,7,7,7,1.0,True
Mathematical chemistry,4,4,4,13,4,4,0.8,True
Respirator,14,7,14,14,14,14,0.8,True
Monocular vision,2,2,2,14,14,2,0.6,True
Transfer payment,6,6,6,6,6,6,1.0,True
Zooplankton,2,2,2,2,2,2,1.0,True
Pentagonal bipyramidal molecular geometry,4,4,4,4,4,4,1.0,True
Complex geometry,13,13,13,13,13,13,1.0,True
Blood flow,14,14,14,14,14,14,1.0,True
Stochastic interpretation,13,13,16,16,16,16,0.6,True
Method of steepest descent,13,13,13,13,13,13,1.0,True
Pairs trade,3,6,6,6,6,6,0.8,True
Kana,11,1,1,11,11,11,0.6,True
Latin Americans,19,19,19,11,19,19,0.8,True
Latin square,13,13,13,13,13,13,1.0,True
Canonical quantization,16,16,16,16,16,16,1.0,True
Measurement invariance,18,18,18,18,18,18,1.0,True
Balance equation,13,13,16,13,16,13,0.6,True
Power supply rejection ratio,7,7,7,7,16,7,0.8,True
Ventral nerve cord,2,2,2,2,2,2,1.0,True
Taylor series,13,13,13,13,13,13,1.0,True
Carrier testing,14,14,14,14,14,14,1.0,True
Spamming,5,5,5,5,5,5,1.0,True
Shield volcano,10,10,10,10,10,10,1.0,True
Relative humidity,8,16,8,16,8,8,0.6,True
Subgradient method,13,13,13,13,13,13,1.0,True
Magnonics,16,16,16,16,16,16,1.0,True
Radionuclide,4,16,16,16,16,16,0.8,True
Upstream and downstream (DNA),2,2,2,2,2,2,1.0,True
Escalation of commitment,3,18,18,18,18,18,0.8,True
Tropical wave,9,9,9,16,8,9,0.6,True
Distributed lag,6,6,6,6,13,6,0.8,True
Genetic algorithm scheduling,5,5,5,5,5,5,1.0,True
NOP,5,5,5,5,5,5,1.0,True
Deadlock,5,5,5,5,5,5,1.0,True
Non-monotonic logic,5,5,5,5,15,5,0.8,True
Sociology of language,19,19,19,19,19,19,1.0,True
Virology,2,2,2,2,2,2,1.0,True
Slag (welding),12,7,12,7,7,7,0.6,True
Heparin-binding EGF-like growth factor,2,2,14,14,14,14,0.6,True
Normal good,6,6,6,6,6,6,1.0,True
Mesothermal,8,9,10,10,10,10,0.6,True
Ignition system,7,7,7,7,7,7,1.0,True
White light interferometry,16,16,16,16,16,16,1.0,True
Hyperspectral imaging,7,7,7,7,16,7,0.8,True
Radiative cooling,16,16,16,16,16,16,1.0,True
Type of service,3,5,3,3,5,3,0.6,True
Creditor,3,6,3,6,6,6,0.6,True
Bond strength,4,4,4,4,16,4,0.8,True
Numerical aperture,16,16,16,16,16,16,1.0,True
Primary goods,15,17,6,6,6,6,0.6,True
Nursing,14,14,14,14,14,14,1.0,True
Resection,14,14,14,14,14,14,1.0,True
Dislocation,14,12,14,12,16,14,0.4,True
Mental accounting,6,18,6,18,18,18,0.6,True
Evolutionary algorithm,5,5,5,5,5,5,1.0,True
Porous glass,12,12,12,12,12,12,1.0,True
Tyrosine hydroxylase,2,2,2,2,14,2,0.8,True
Charge ordering,16,16,16,16,16,16,1.0,True
Horizon,9,9,9,9,9,9,1.0,True
Heat flux,16,16,16,16,16,16,1.0,True
Heterogeneous ribonucleoprotein particle,2,2,2,2,2,2,1.0,True
Redshift-space distortions,16,16,16,16,16,16,1.0,True
Technical debt,5,5,5,5,5,5,1.0,True
Copolymer,4,4,4,4,4,4,1.0,True
Data logger,7,7,5,7,7,7,0.8,True
Emotional contagion,18,18,18,18,18,18,1.0,True
Patch antenna,7,7,7,7,7,7,1.0,True
Photoluminescence excitation,16,16,16,16,16,16,1.0,True
Factor graph,5,13,5,5,5,5,0.8,True
Dark matter,16,16,16,16,16,16,1.0,True
Lexicographical order,13,13,13,13,13,13,1.0,True
Cryptographic primitive,5,5,5,5,5,5,1.0,True
Weber number,7,16,16,16,7,16,0.6,True
Particle counter,7,7,8,16,16,7,0.4,True
Photon,16,16,16,16,16,16,1.0,True
Organizational chart,3,3,3,3,3,3,1.0,True
Normalization property,13,13,13,13,13,13,1.0,True
Activity theory,18,18,19,18,18,18,0.8,True
Egocentrism,18,18,18,18,18,18,1.0,True
Process philosophy,15,15,15,15,15,15,1.0,True
Constant of motion,16,16,16,16,16,16,1.0,True
Precomputation,5,5,5,5,5,5,1.0,True
Translocase of the inner membrane,2,2,2,2,2,2,1.0,True
Mean circulatory filling pressure,14,14,14,14,14,14,1.0,True
Soil science,8,8,8,8,8,8,1.0,True
Interference lithography,12,7,16,16,16,16,0.6,True
Quaternary sector of the economy,6,6,6,6,6,6,1.0,True
Inner cell mass,2,2,2,2,2,2,1.0,True
Inflection,13,13,15,13,13,13,0.8,True
Algae fuel,8,8,8,8,7,8,0.8,True
Associative property,13,13,13,13,13,13,1.0,True
GFAP stain,14,14,14,14,14,14,1.0,True
Gesture recognition,5,5,5,5,5,5,1.0,True
Suitability analysis,9,9,9,9,8,9,0.8,True
Pipe insulation,7,7,7,7,7,7,1.0,True
Response bias,18,18,18,18,18,18,1.0,True
Mechanical impedance,7,7,16,7,16,7,0.6,True
B-spline,13,13,13,13,13,13,1.0,True
Instructional design,18,18,18,18,18,18,1.0,True
Planktivore,2,2,2,2,2,2,1.0,True
Chemical physics,4,16,16,16,16,16,0.8,True
Versican,2,2,2,2,14,2,0.8,True
MAP2K7,2,2,2,2,14,2,0.8,True
Impact investing,3,3,3,6,6,3,0.6,True
Medical anthropology,19,19,19,19,19,19,1.0,True
Dead time,16,7,16,16,16,16,0.8,True
Phased array ultrasonics,7,7,7,7,7,7,1.0,True
Communications management,3,3,3,3,3,3,1.0,True
Project management,3,3,3,3,3,3,1.0,True
Myosin head,2,2,2,2,14,2,0.8,True
Histamine receptor,2,14,14,2,14,14,0.6,True
Beta sheet,2,2,2,2,4,2,0.8,True
Heat treating,12,12,12,12,12,12,1.0,True
Cupola,7,1,7,7,7,7,0.8,True
Sexual reproduction,2,2,2,2,2,2,1.0,True
Pole piece,7,7,16,16,7,7,0.6,True
Op amp integrator,7,7,7,7,7,7,1.0,True
Spatial analysis,9,9,9,9,9,9,1.0,True
Networking hardware,5,5,7,7,7,7,0.6,True
Renal function,14,14,14,14,14,14,1.0,True
Rate function,13,13,13,13,13,13,1.0,True
Antibody,2,2,2,2,14,2,0.8,True
Signal analyzer,7,7,7,7,7,7,1.0,True
Immunotoxicology,2,14,14,14,14,14,0.8,True
Method of mean weighted residuals,13,13,13,13,13,13,1.0,True
QED vacuum,16,16,16,16,16,16,1.0,True
Phonocardiogram,14,14,14,14,14,14,1.0,True
Iterative method,13,13,13,13,13,13,1.0,True
Prima facie,15,15,15,15,15,15,1.0,True
Gas meter prover,7,7,7,7,7,7,1.0,True
Engineering geology,10,7,10,7,7,7,0.6,True
Presentism,15,15,15,11,15,15,0.8,True
Separation of variables,13,13,13,13,13,13,1.0,True
Engine coolant temperature sensor,7,7,7,7,7,7,1.0,True
Apparent viscosity,4,12,16,16,16,16,0.6,True
Aqueous normal-phase chromatography,4,4,4,4,4,4,1.0,True
Azimuth,9,13,9,13,16,9,0.4,True
Ophthalmic pathology,14,14,14,14,14,14,1.0,True
Spearman's rank correlation coefficient,13,13,13,13,13,13,1.0,True
Soil water,8,8,8,8,8,8,1.0,True
Seesaw molecular geometry,4,4,4,4,4,4,1.0,True
Attenuation coefficient,16,16,16,16,16,16,1.0,True
Color balance,5,1,5,5,16,5,0.6,True
Kadomtsev–Petviashvili equation,13,13,16,13,16,13,0.6,True
Lingua franca,19,19,19,19,19,19,1.0,True
Differentiation,13,13,13,13,13,13,1.0,True
Constraint algorithm,5,5,5,5,5,5,1.0,True
Standards for Educational and Psychological Testing,18,18,18,18,18,18,1.0,True
Parasitic extraction,7,7,7,7,5,7,0.8,True
Maxillary central incisor,14,14,14,14,14,14,1.0,True
Frequency mixer,7,7,16,7,7,7,0.8,True
Fitts's law,5,18,18,18,18,18,0.8,True
Shewhart individuals control chart,3,7,7,7,7,7,0.8,True
Hydraulic head,7,7,7,7,7,7,1.0,True
Effects of long-term contact lens wear on the cornea,14,14,14,14,14,14,1.0,True
Linear feedback shift register,5,5,5,5,5,5,1.0,True
Topological index,4,13,13,13,13,13,0.8,True
Fundamental group,13,13,13,13,13,13,1.0,True
Autoregressive model,13,13,13,13,13,13,1.0,True
Fertilisation,2,2,2,2,2,2,1.0,True
Markov process,13,13,13,13,13,13,1.0,True
Social inhibition,18,18,18,18,18,18,1.0,True
Integrated injection logic,7,7,7,7,7,7,1.0,True
Megamaser,16,16,16,16,16,16,1.0,True
CD38,2,2,2,14,14,2,0.6,True
Spike-timing-dependent plasticity,2,2,2,2,18,2,0.8,True
Proton magnetic moment,16,16,16,16,16,16,1.0,True
Admissible evidence,17,17,17,17,17,17,1.0,True
Dynamic insulation,7,7,7,7,7,7,1.0,True
Maxwell relations,16,16,16,16,16,16,1.0,True
Living cationic polymerization,4,4,4,4,4,4,1.0,True
Nanoengineering,7,7,7,7,7,7,1.0,True
Kolmogorov structure function,13,13,13,13,13,13,1.0,True
Comet dust,16,16,10,16,16,16,0.8,True
Platelet factor 4,14,14,14,14,14,14,1.0,True
Externalism,15,15,15,15,15,15,1.0,True
Classical liberalism,17,17,17,17,17,17,1.0,True
Tent map,13,13,13,13,13,13,1.0,True
Composite material,12,12,12,12,12,12,1.0,True
Rational pricing,6,6,6,6,6,6,1.0,True
Tier 2 network,5,5,5,5,5,5,1.0,True
Sum-frequency generation,16,16,16,16,16,16,1.0,True
Cardiothoracic surgery,14,14,14,14,14,14,1.0,True
Step response,7,7,7,7,7,7,1.0,True
Toe,2,2,2,14,14,2,0.6,True
Developed country,9,6,6,6,17,6,0.6,True
Dermatology,14,14,14,14,14,14,1.0,True
Human visual system model,2,2,18,18,14,2,0.4,True
Embryo transfer,14,14,14,14,14,14,1.0,True
Deuteronomist,11,11,11,11,11,11,1.0,True
Casein kinase 1,2,2,2,2,14,2,0.8,True
Subject-matter jurisdiction,17,17,17,17,17,17,1.0,True
Geopotential,16,16,16,16,16,16,1.0,True
Mixed model,13,7,13,13,13,13,0.8,True
Philosophy of life,15,15,15,15,15,15,1.0,True
Kripke semantics,15,15,15,15,15,15,1.0,True
Transfer DNA,2,2,2,2,2,2,1.0,True
TRPV1,14,2,2,2,14,2,0.6,True
Executable,5,5,5,5,5,5,1.0,True
Psychogenic disease,14,18,18,18,14,18,0.6,True
Galaxy group,16,16,16,16,16,16,1.0,True
Vascular bundle,2,2,2,2,2,2,1.0,True
Defensive medicine,14,14,14,14,14,14,1.0,True
Arbitration,3,3,17,17,17,17,0.6,True
Class conflict,19,19,19,19,17,19,0.8,True
Quantum Monte Carlo,16,16,16,16,16,16,1.0,True
Alkaline phosphatase,2,2,2,2,14,2,0.8,True
Vibronic coupling,16,16,16,16,16,16,1.0,True
Thumbnail,5,5,5,5,5,5,1.0,True
Curie's law,16,16,16,16,16,16,1.0,True
Control flow,5,5,5,5,5,5,1.0,True
DLCO,14,14,14,14,14,14,1.0,True
Power domains,5,5,5,17,5,5,0.8,True
P2Y receptor,2,2,2,14,14,2,0.6,True
Bayesian inference,13,13,13,13,13,13,1.0,True
Health belief model,14,18,18,18,18,18,0.8,True
Default logic,5,5,5,5,5,5,1.0,True
CHAID,5,5,18,5,5,5,0.8,True
Heavy-tailed distribution,13,13,13,13,13,13,1.0,True
Homophone,1,1,18,19,11,1,0.4,True
Endogenous agonist,14,2,14,14,14,14,0.8,True
AMPA receptor,2,2,2,2,14,2,0.8,True
Cage,7,7,7,7,1,7,0.8,True
Life review,18,18,18,18,18,18,1.0,True
Opt-in email,3,5,3,5,5,5,0.6,True
Rib cage,14,2,2,2,14,2,0.6,True
Divergence theorem,13,13,13,13,13,13,1.0,True
Field flow fractionation,4,4,4,4,16,4,0.8,True
Occupancy,3,7,9,7,7,7,0.6,True
Direct-ethanol fuel cell,7,7,7,7,7,7,1.0,True
Key distribution,5,5,5,5,5,5,1.0,True
Backward induction,6,6,6,6,6,6,1.0,True
Rigidity (electromagnetism),16,16,16,16,16,16,1.0,True
Ingression,2,15,15,10,16,15,0.4,True
Bicoherence,16,13,16,16,13,16,0.6,True
Non-renewable resource,8,8,8,8,8,8,1.0,True
Audio analyzer,7,7,7,7,7,7,1.0,True
Cartesian coordinate system,13,13,13,13,13,13,1.0,True
Aggregate planning,3,3,3,3,3,3,1.0,True
T-vertices,5,5,5,13,5,5,0.8,True
Queue,5,5,5,5,5,5,1.0,True
Adenylylation,2,2,2,2,4,2,0.8,True
Molecular motor,2,2,2,2,16,2,0.8,True
Isotopes of caesium,4,4,4,4,4,4,1.0,True
Thermal decomposition,4,4,4,4,4,4,1.0,True
Tincture (heraldry),1,1,1,11,11,1,0.6,True
Per capita income,6,6,6,6,6,6,1.0,True
Polynomial kernel,13,13,13,5,13,13,0.8,True
Chordal graph,13,13,13,13,13,13,1.0,True
Phagocytosis,2,2,2,2,2,2,1.0,True
Hypoxia-inducible factors,14,2,2,14,14,14,0.6,True
Heraldry,11,11,1,11,11,11,0.8,True
Quaternary,10,10,10,10,10,10,1.0,True
Cru,3,3,9,9,3,3,0.6,True
Mutual fund separation theorem,6,6,6,6,6,6,1.0,True
Highway engineering,7,7,7,7,7,7,1.0,True
Visible light communication,7,7,7,7,7,7,1.0,True
Pharmacognosy,14,14,14,14,14,14,1.0,True
Transverse wave,16,16,16,16,16,16,1.0,True
Market share,3,3,3,6,6,3,0.6,True
Development studies,19,19,19,19,17,19,0.8,True
Computational trust,5,5,5,5,5,5,1.0,True
Paraphyly,2,2,2,2,2,2,1.0,True
Mineral dust,10,8,10,10,10,10,0.8,True
Neurotrophic factors,2,2,2,2,14,2,0.8,True
Glycine cleavage system,2,2,2,2,14,2,0.8,True
Precoding,7,7,7,7,5,7,0.8,True
Mill,7,7,7,7,7,7,1.0,True
Arbitrage,6,6,6,6,6,6,1.0,True
Total curvature,13,13,13,13,13,13,1.0,True
Pixel,5,5,5,5,5,5,1.0,True
Representative elementary volume,10,7,12,7,16,7,0.4,True
Multi-party system,17,17,17,17,17,17,1.0,True
Wafer,12,12,12,12,12,12,1.0,True
Middle management,3,3,3,3,3,3,1.0,True
Oblique case,19,13,15,15,11,15,0.4,True
Ran,11,1,2,1,11,11,0.4,True
Character displacement,2,2,2,2,2,2,1.0,True
Friedman test,13,13,13,13,13,13,1.0,True
Maintainability,7,7,5,7,7,7,0.8,True
Wavelength-division multiplexing,7,7,7,7,7,7,1.0,True
Health care,14,14,14,14,14,14,1.0,True
Biosensor,14,7,14,7,7,7,0.6,True
Closure operator,13,13,13,13,13,13,1.0,True
P element,2,2,2,2,2,2,1.0,True
Massif,10,10,10,10,10,10,1.0,True
Compulsory arbitration,3,17,17,17,17,17,0.8,True
Nickel titanium,12,12,12,12,12,12,1.0,True
Solar air conditioning,7,7,7,7,7,7,1.0,True
Concordance,19,5,5,11,5,5,0.6,True
Silicate perovskite,10,10,10,10,12,10,0.8,True
FOUNDATION fieldbus,7,7,7,7,7,7,1.0,True
Edgeworth series,13,13,13,13,13,13,1.0,True
Linear approximation,13,13,13,13,13,13,1.0,True
p-group,13,13,13,13,13,13,1.0,True
Scientific enterprise,19,15,15,15,16,15,0.6,True
Siren (mythology),11,1,11,11,11,11,0.8,True
Antenna efficiency,7,7,7,7,7,7,1.0,True
Bradford protein assay,4,2,4,4,4,4,0.8,True
Thyroid hormone receptor alpha,14,2,14,2,14,14,0.6,True
Unital,13,13,13,13,13,13,1.0,True
Fourier transform infrared spectroscopy,4,4,4,4,4,4,1.0,True
QCD vacuum,16,16,16,16,16,16,1.0,True
Forward auction,3,6,3,6,6,6,0.6,True
Mode volume,16,16,16,16,16,16,1.0,True
Synthetic data,5,5,5,5,5,5,1.0,True
Numéraire,6,6,6,6,6,6,1.0,True
Soil type,10,10,10,10,10,10,1.0,True
Trace fossil,10,10,10,10,10,10,1.0,True
Metabolic flux analysis,2,2,2,2,14,2,0.8,True
Subtropical ridge,9,9,9,9,9,9,1.0,True
Distribution fitting,13,13,13,13,13,13,1.0,True
Dutch auction,6,6,6,6,6,6,1.0,True
Mobile payment,3,3,3,6,5,3,0.6,True
MADS-box,2,2,2,2,2,2,1.0,True
Leaving group,4,4,4,4,4,4,1.0,True
Forward kinematics,7,7,7,7,7,7,1.0,True
Pulse-code modulation,7,7,7,7,16,7,0.8,True
Magnetic confinement fusion,16,16,16,16,16,16,1.0,True
Gauche effect,4,4,4,4,4,4,1.0,True
Symbolic dynamics,13,13,13,13,13,13,1.0,True
Glycosyltransferase,2,2,2,2,14,2,0.8,True
Regional geology,10,10,10,10,10,10,1.0,True
Social geography,9,9,9,9,9,9,1.0,True
Theory of constraints,3,3,3,3,7,3,0.8,True
Barbel,2,2,2,2,2,2,1.0,True
Matriculation,11,11,19,11,11,11,0.8,True
Waterline,7,7,7,7,7,7,1.0,True
Kepler-69c,16,16,16,16,16,16,1.0,True
Murchison meteorite,10,10,10,10,10,10,1.0,True
Wind speed,8,16,16,16,16,16,0.8,True
Functional genomics,2,2,2,2,2,2,1.0,True
Brush,1,1,1,12,7,1,0.6,True
Octahedral symmetry,13,13,13,13,13,13,1.0,True
Domestication and foreignization,1,1,19,19,19,19,0.6,True
S-matrix,16,16,16,16,16,16,1.0,True
Colophon,1,1,11,11,11,11,0.6,True
Fading distribution,7,7,16,7,13,7,0.6,True
Hot work,7,7,7,7,7,7,1.0,True
Vehicle engineering,7,7,7,7,7,7,1.0,True
Gill,2,2,2,2,2,2,1.0,True
Schottky barrier,12,16,16,16,16,16,0.8,True
Document retrieval,5,5,5,5,5,5,1.0,True
Ferroelectric RAM,12,12,12,7,5,12,0.6,True
Quality control and genetic algorithms,5,5,5,5,5,5,1.0,True
Quantum simulator,16,16,16,16,16,16,1.0,True
Vertical thinking,15,18,18,18,18,18,0.8,True
Pesticide,8,8,8,8,8,8,1.0,True
Externality,6,6,6,6,6,6,1.0,True
Stove,7,7,7,7,7,7,1.0,True
Library science,19,5,19,5,11,19,0.4,True
Integral membrane protein,2,2,2,2,2,2,1.0,True
Multipath propagation,7,16,16,7,16,16,0.6,True
Transpersonal,18,18,18,18,18,18,1.0,True
Plant physiology,2,2,2,2,2,2,1.0,True
Silt,10,10,10,10,10,10,1.0,True
Helicase,2,2,2,2,2,2,1.0,True
Center of curvature,13,13,16,13,13,13,0.8,True
Protein kinase R,2,2,2,2,14,2,0.8,True
Coagulation testing,14,14,14,14,14,14,1.0,True
Decision fatigue,18,18,18,18,18,18,1.0,True
Design for Six Sigma,3,7,7,7,7,7,0.8,True
EIF4E,2,2,2,2,14,2,0.8,True
Knowledge representation and reasoning,5,5,5,5,5,5,1.0,True
Pulp capping,14,14,14,14,14,14,1.0,True
Optical fiber cable,7,7,7,7,7,7,1.0,True
Principal axis theorem,13,13,13,13,13,13,1.0,True
Smart camera,5,5,5,5,7,5,0.8,True
Open-loop controller,7,7,7,7,7,7,1.0,True
Pressure regulator,7,7,7,7,7,7,1.0,True
High-resolution transmission electron microscopy,12,12,12,16,16,12,0.6,True
Gram,4,14,16,16,16,16,0.6,True
Acid neutralizing capacity,4,8,4,4,8,4,0.6,True
Environmental isotopes,8,8,8,8,10,8,0.8,True
Hardware compatibility list,5,5,5,5,5,5,1.0,True
Synchronicity,15,18,18,18,15,18,0.6,True
Reentrancy,5,5,5,5,5,5,1.0,True
Cognitive model,18,18,18,18,18,18,1.0,True
Gaussian curvature,13,13,13,13,13,13,1.0,True
Light pollution,8,8,8,8,8,8,1.0,True
Abstract model theory,13,13,13,13,13,13,1.0,True
Atomic spectroscopy,4,16,16,16,16,16,0.8,True
Renal physiology,14,2,14,14,14,14,0.8,True
Multileaf collimator,14,14,14,7,7,14,0.6,True
Gi alpha subunit,2,2,2,2,14,2,0.8,True
Private equity secondary market,3,3,3,3,6,3,0.8,True
Man-portable radar,7,7,7,7,7,7,1.0,True
Phagosome,2,2,2,2,2,2,1.0,True
Derecho,9,8,8,17,8,8,0.6,True
Perfect graph theorem,13,13,13,13,13,13,1.0,True
Commutative ring,13,13,13,13,13,13,1.0,True
Direct proof,13,13,13,13,13,13,1.0,True
Basalt,10,10,10,10,10,10,1.0,True
Auxiliary power unit,7,7,7,7,7,7,1.0,True
Service level objective,5,5,3,3,7,5,0.4,True
Canonical transformation,16,16,16,16,16,16,1.0,True
Rollover (web design),5,5,5,5,5,5,1.0,True
Singlet fission,4,16,16,16,16,16,0.8,True
The Open Group Architecture Framework,5,5,5,7,7,5,0.6,True
Reassortment,2,2,2,2,2,2,1.0,True
Ton,7,16,16,7,16,16,0.6,True
Clipper (electronics),7,7,7,7,7,7,1.0,True
Mitigation of seismic motion,7,7,7,7,7,7,1.0,True
Forced labour under German rule during World War II,11,11,11,11,11,11,1.0,True
Beach morphodynamics,8,9,10,9,10,8,0.2,True
Glucose transporter,2,2,2,2,14,2,0.8,True
